"","CountryName","CountryCode","Year","IT.CEL.SETS.P2","IT.NET.USER.P2"
"923","Switzerland","CHE",2012,132.0564,85.2
"924","Switzerland","CHE",2013,136.7772,86.34
"925","Switzerland","CHE",2014,140.5387,87
"926","Syrian Arab Republic","SYR",2010,54.31752,20.7
"927","Syrian Arab Republic","SYR",2011,59.24044,22.5
"928","Syrian Arab Republic","SYR",2012,59.29734,24.3001
"929","Syrian Arab Republic","SYR",2013,56.12894,26.2
"930","Syrian Arab Republic","SYR",2014,70.94742,28.09
"931","Tajikistan","TJK",2010,77.88892,11.55
"932","Tajikistan","TJK",2011,80.92286,13.03
"933","Tajikistan","TJK",2012,81.5084,14.51
"934","Tajikistan","TJK",2013,91.82812,16
"935","Tajikistan","TJK",2014,95.12606,17.49
"936","Tanzania","TZA",2010,46.65844,2.9
"937","Tanzania","TZA",2011,55.3698,3.2
"938","Tanzania","TZA",2012,56.96424,3.95
"939","Tanzania","TZA",2013,55.71793,4.4
"940","Tanzania","TZA",2014,62.77433,4.86
"941","Thailand","THA",2010,108.0178,22.4
"942","Thailand","THA",2011,116.3311,23.66993
"943","Thailand","THA",2012,127.2921,26.46
"944","Thailand","THA",2013,140.0512,28.94
"945","Thailand","THA",2014,144.4387,34.89
"946","Timor-Leste","TMP",2010,43.82046,0.21
"947","Timor-Leste","TMP",2011,56.0207,0.9
"948","Timor-Leste","TMP",2012,55.73976,0.9147
"949","Timor-Leste","TMP",2013,57.37594,1.1
"950","Timor-Leste","TMP",2014,58.7363,1.14
"951","Togo","TGO",2010,41.26669,3
"952","Togo","TGO",2011,41.64413,3.5
"953","Togo","TGO",2012,49.86113,4
"954","Togo","TGO",2013,62.5349,4.5
"955","Togo","TGO",2014,68.96513,5.7
"956","Tonga","TON",2010,52.16239,16
"957","Tonga","TON",2011,52.6044,25
"958","Tonga","TON",2012,53.36332,33
"959","Tonga","TON",2013,54.59396,35
"960","Tonga","TON",2014,64.28315,40
"961","Trinidad and Tobago","TTO",2010,142.6284,48.5
"962","Trinidad and Tobago","TTO",2011,136.9908,55.2
"963","Trinidad and Tobago","TTO",2012,140.8425,59.5162
"964","Trinidad and Tobago","TTO",2013,144.9407,63.8
"965","Trinidad and Tobago","TTO",2014,147.3378,65.1
"966","Tunisia","TUN",2010,104.5371,36.8
"967","Tunisia","TUN",2011,115.2011,39.1
"968","Tunisia","TUN",2012,118.1056,41.4416
"969","Tunisia","TUN",2013,115.6036,43.8
"970","Tunisia","TUN",2014,128.4858,46.16
"971","Turkey","TUR",2010,85.62758,39.82
"972","Turkey","TUR",2011,89.41002,43.06571
"973","Turkey","TUR",2012,91.46375,45.13
"974","Turkey","TUR",2013,92.96497,46.25
"975","Turkey","TUR",2014,94.7933,51.04
"976","Turkmenistan","TKM",2010,63.41982,3
"977","Turkmenistan","TKM",2011,103.7859,5
"978","Turkmenistan","TKM",2012,114.0553,7.1958
"979","Turkmenistan","TKM",2013,116.8934,9.6
"980","Turkmenistan","TKM",2014,135.7804,12.2
"981","Tuvalu","TUV",2010,16.28167,25
"982","Tuvalu","TUV",2011,21.63755,30
"983","Tuvalu","TUV",2012,28.39757,35
"984","Tuvalu","TUV",2013,34.42689,37
"985","Tuvalu","TUV",2014,38.40712,NA
"986","Uganda","UGA",2010,37.74438,12.5
"987","Uganda","UGA",2011,47.50473,13.01354
"988","Uganda","UGA",2012,45.00206,14.6896
"989","Uganda","UGA",2013,48.08193,16.2
"990","Uganda","UGA",2014,52.42924,17.71
"991","Ukraine","UKR",2010,117.1087,23.3
"992","Ukraine","UKR",2011,121.3388,28.70826
"993","Ukraine","UKR",2012,130.3399,35.27
"994","Ukraine","UKR",2013,138.0647,41
"995","Ukraine","UKR",2014,144.0822,43.4
"996","United Arab Emirates","ARE",2010,129.4316,68
"997","United Arab Emirates","ARE",2011,131.398,78
"998","United Arab Emirates","ARE",2012,149.6391,84.99999
"999","United Arab Emirates","ARE",2013,171.8738,88
"1000","United Arab Emirates","ARE",2014,178.0615,90.4
"1001","United Kingdom","GBR",2010,123.6255,85
"1002","United Kingdom","GBR",2011,123.6042,85.38
"1003","United Kingdom","GBR",2012,124.7618,87.48
"1004","United Kingdom","GBR",2013,124.6098,89.8441
"1005","United Kingdom","GBR",2014,123.5811,91.61
"1006","United States","USA",2010,91.31165,71.69
"1007","United States","USA",2011,94.44043,69.72946
"1008","United States","USA",2012,96.01038,79.3
"1009","United States","USA",2013,97.07774,84.2
"1010","United States","USA",2014,98.40686,87.36
"1011","Uruguay","URY",2010,131.589,46.4
"1012","Uruguay","URY",2011,140.6072,51.40466
"1013","Uruguay","URY",2012,147.1307,54.45377
"1014","Uruguay","URY",2013,154.6185,57.69
"1015","Uruguay","URY",2014,160.7951,61.46
"1016","Uzbekistan","UZB",2010,75.45031,20
"1017","Uzbekistan","UZB",2011,90.37375,30.2
"1018","Uzbekistan","UZB",2012,71.03391,36.5213
"1019","Uzbekistan","UZB",2013,74.30678,38.2
"1020","Uzbekistan","UZB",2014,73.79116,43.55
"1021","Vanuatu","VUT",2010,71.91524,8
"1022","Vanuatu","VUT",2011,56.64535,9.2
"1023","Vanuatu","VUT",2012,59.08065,10.598
"1024","Vanuatu","VUT",2013,50.34123,11.3
"1025","Vanuatu","VUT",2014,60.4144,18.8
"1026","Venezuela, RB","VEN",2010,95.99511,37.37
"1027","Venezuela, RB","VEN",2011,97.56403,40.22
"1028","Venezuela, RB","VEN",2012,102.0507,49.05008
"1029","Venezuela, RB","VEN",2013,101.6144,54.9
"1030","Venezuela, RB","VEN",2014,98.952,57
"1031","Vietnam","VNM",2010,125.2931,30.65
"1032","Vietnam","VNM",2011,141.5999,35.07
"1033","Vietnam","VNM",2012,145.0219,39.49
"1034","Vietnam","VNM",2013,134.965,43.9
"1035","Vietnam","VNM",2014,147.1109,48.31
"1036","Virgin Islands (U.S.)","VIR",2010,NA,31.22
"1037","Virgin Islands (U.S.)","VIR",2011,NA,35.6
"1038","Virgin Islands (U.S.)","VIR",2012,NA,40.5479
"1039","Virgin Islands (U.S.)","VIR",2013,NA,45.3
"1040","Virgin Islands (U.S.)","VIR",2014,NA,50.07
"1041","Yemen, Rep.","YEM",2010,48.69743,12.35
"1042","Yemen, Rep.","YEM",2011,50.06822,14.905
"1043","Yemen, Rep.","YEM",2012,58.27504,17.4465
"1044","Yemen, Rep.","YEM",2013,69.01478,20
"1045","Yemen, Rep.","YEM",2014,68.48627,22.55
"1046","Zambia","ZMB",2010,41.21205,10
"1047","Zambia","ZMB",2011,59.88466,11.5
"1048","Zambia","ZMB",2012,74.77515,13.4682
"1049","Zambia","ZMB",2013,71.50463,15.4
"1050","Zambia","ZMB",2014,67.33816,17.34
"1051","Zimbabwe","ZWE",2010,58.88211,11.5
"1052","Zimbabwe","ZWE",2011,68.86878,15.7
"1053","Zimbabwe","ZWE",2012,91.90938,17.09
"1054","Zimbabwe","ZWE",2013,96.34987,18.5
"1055","Zimbabwe","ZWE",2014,80.81642,19.89
